,Address,ITM_E,ITM_N,Geo Co-ordinates
2666,"Cloone Td., Loch Gowna, Cavan, cavan",630453,792013,POINT (-7.536888763840323 53.87665265030547)
2667,"Ayle, Feakle, clare",584974,645703,POINT (-8.221616716374138 52.56243321283036)
2668,"Main Street, Carrigtoohil, cork",547502,582101,POINT (-8.764354359242114 51.98847035436266)
2669,"Garrynagearagh, Mourneabbey, Mallow, cork",557083,592059,POINT (-8.626117054734468 52.07879937555544)
2670,"Corbally South, Leamlara, cork",541009,739077,POINT (-8.887020919505508 53.39854296903241)
2671,"Skarragh, Glantane, Mallow, cork",548206,594505,POINT (-8.755984117133332 52.10002519815994)
2672,"Ardmanagh Drive, , Schull, cork",547502,582101,POINT (-8.764354359242114 51.98847035436266)
2673,"Port Road, Letterkenny, donegal",600295,902033,POINT (-7.995404660875042 54.86611764226576)
2674,"Roshine, Killybegs, donegal",571675,878670,POINT (-8.438946039634111 54.65541066333495)
2675,"Old Fintra Road, Killybegs, donegal",571675,878670,POINT (-8.438946039634111 54.65541066333495)
2676,"Annagh, Ballymacward, galway",566421,774856,POINT (-8.508778043476477 53.72228899552041)
2677,"Coolnaleen, Listowel, kerry",655218,679783,POINT (-7.179914188755258 52.8661161494287)
2678,"Lassaboy, Keel, kerry",478920,606384,POINT (-9.771139509418441 52.19593332230502)
2679,"Primrose Hill, Celbridge, kildare",696055,733296,POINT (-6.557576929012339 53.34116678754172)
2680,"Clonkeen, Carbury, kildare",666195,731999,POINT (-7.006154056053891 53.33408958466732)
2681,"cloghala, dungarvan, kilkenny",660320,649913,POINT (-7.109635841910661 52.59713398213544)
2682,"Tankardstown, Athy, kildare",681444,771460,POINT (-6.767010032803265 53.6865052948247)
2683,"Caherlevoy, Mountcollins, limerick",517933,620219,POINT (-9.20399478709146 52.32744792945131)
2684,"Unit B Kondor Business Park, Ballyminnion, Longford, longford",618421,774914,POINT (-7.720883338911433 53.7235652190408)
2685,"Cloghans, Ballina, mayo",520685,813112,POINT (-9.211535601081295 54.06103996023456)
2686,"Aghadrinagh, Castlebar, mayo",513945,787871,POINT (-9.307348786026518 53.83320241767605)
2687,"---, Kilcloon, meath",688063,768372,POINT (-6.667708611867138 53.65768947099826)
2688,"Gallen, Ferbane, offaly",611346,722312,POINT (-7.829984535776454 53.25104998467023)
2689,"collooney, collooney, sligo",567436,825823,POINT (-8.498835566682862 54.18032624217143)
2690,"Kilvemnon, Mullinahone, Thurles, tipperary",633782,639973,POINT (-7.502344065494945 52.51009213908418)
2691,"Loughfeedora, Cashel, tipperary",606944,637704,POINT (-7.897750520725642 52.4907000263175)
2692,"Kill Hill Wind Farm, Dualla, Cashel, tipperary",607901,790989,POINT (-7.879870613571798 53.86828407584333)
2693,"Ballyneety, Knockanore, waterford",624744,595448,POINT (-7.638755488008147 52.11037198139449)
2694,"Ballycullane More, Dungarvan, waterford",621014,590707,POINT (-7.693501993744555 52.06791074158085)
2695,"Killeenmore, Glasson, Athlone, westmeath",636917,753182,POINT (-7.443217580542209 53.5272993230716)
2696,"Kilmannon Road, Murrintown, Bargy Commons, Newcastle, wexford",697546,616760,POINT (-6.569987544557216 52.29383432837493)
2697,"Ballymorris, Ballyhogue, wexford",693349,629708,POINT (-6.627896776478807 52.41091215788905)
2698,"Ballinahinch, Ashford, Ashford, wicklow",726768,697230,POINT (-6.110904298131703 53.01074860840721)
2699,"Kileen Lane, , Grangeford, Carlow, carlow",678998,688378,POINT (-6.824719209180176 52.94038469863076)
2700,"Drumroe, Cornafean, cavan",631179,799996,POINT (-7.525035339099393 53.94834289386415)
2701,"Cormaddyduff, (Castlerahan ED), , Virginia, cavan",661687,786793,POINT (-7.063001093811235 53.82697913717028)
2702,"Ard na Deirga, Killaloe, clare",567755,672852,POINT (-8.478228694611879 52.80569052158855)
2703,"Kilnacreagh , Sixmilebridge, Sixmilebridge, clare",547232,665484,POINT (-8.781395823368554 52.7378579436276)
2704,"Brickhill West, Cratloe, clare",546972,661217,POINT (-8.784557145898807 52.69948483285803)
2705,"Tullabrack, Kilrush, clare",499598,660395,POINT (-9.48501590707583 52.68539083053432)
2706,"Hollyhill Industrial Estate, Hollyhill, cork",547502,582101,POINT (-8.764354359242114 51.98847035436266)
2707,"Ballyknock South, Ballynoe, cork",595719,585029,POINT (-8.06236956348279 52.01725367322824)
2708,"Ballymakeery, Ballymakeera, cork",527336,641930,POINT (-9.070789869131362 52.52388471608072)
2709,"Coolkellure, Lehanaghmore, cork",517443,553300,POINT (-9.195041400178468 51.72597635308072)
2710,"Towerscourt, Whitechurch, cork",563449,579156,POINT (-8.531870690996099 51.96327670052761)
2711,"Ballinyguyroe South, Mallow, cork",547502,582101,POINT (-8.764354359242114 51.98847035436266)
2712,"Bru Na Greine, Hospital Cross, Carrignagat, Bantry, cork",499852,548146,POINT (-9.44811760095098 51.67679482659956)
2713,"Coorloum North, Coomhola, Bantry, cork",547502,582101,POINT (-8.764354359242114 51.98847035436266)
2714,"Stouke, Ballydehob, cork",498014,533692,POINT (-9.470481482575726 51.54657184230843)
2715,"Reanasallagh, Knockraha, cork",576970,580790,POINT (-8.335234588409003 51.9786887823775)
2716,"Greenfeild, Kanturk, cork",536629,604873,POINT (-8.926872889101253 52.19200397242746)
2717,"Corbally North, Leamlara, cork",540717,739824,POINT (-8.891551322360479 53.40522263318823)
2718,"Ballynora, Waterfall, cork",560327,567722,POINT (-8.575981577077489 51.86028641771941)
2719,"Forest Hill, Carrigaline, cork",575445,558776,POINT (-8.355866905138653 51.78073986560651)
2720,"Garraun North, Donoughmore, cork",553922,582586,POINT (-8.670953743283187 51.99339919044711)
2721,"Dromsligo, Mallow, cork",553613,601444,POINT (-8.678016098971055 52.16287356869512)
2722,"Westgate Business Park, Lehanaghmore, Togher, cork",699151,704254,POINT (-6.520121796131253 53.07967923175325)
2723,"Strand Rd, Ballycotton, cork",547502,582101,POINT (-8.764354359242114 51.98847035436266)
2724,"Faifannan, Killybegs, donegal",571675,878670,POINT (-8.438946039634111 54.65541066333495)
2725,"Drumcairn, Letterkenny, donegal",600295,902033,POINT (-7.995404660875042 54.86611764226576)
2726,"Gransha, Buncrana, donegal",635819,930425,POINT (-7.438497124828173 55.11991073268066)
2727,"IDA Business & Technology Park, Letterkenny, donegal",600295,902033,POINT (-7.995404660875042 54.86611764226576)
2728,"Stonepark, Mountcharles, donegal",590342,812273,POINT (-8.147517048916843 54.05951163055368)
2729,"Kingarrow, Fintown, donegal",596057,906684,POINT (-8.061485350099952 54.90788960712301)
2730,"Tawny Middle, Kilmacrennan, donegal",615491,922202,POINT (-7.757603153439574 55.04708498044704)
2731,"Tyrone, Kilcolgan, galway",538405,717421,POINT (-8.921969604662598 53.20364867627232)
2732,"Tullykyne, Moycullen, galway",523072,730983,POINT (-9.154710336968881 53.32350994268738)
2733,"Aughrusmore, Claddaghduff, galway",537171,736739,POINT (-8.944257815959372 53.37709193607544)
2734,"Ballydotia, Moycullen, galway",521374,734852,POINT (-9.181152229110648 53.35802364935417)
2735,"Errisbeg East, Roundstone, galway",469862,740642,POINT (-9.95697392614521 53.39986460400275)
2736,"banagher, milltown, galway",539810,762072,POINT (-8.909458992241181 53.60503073210898)
2737,"Derrybrien South, Loughrea, galway",557608,700131,POINT (-8.632273186675935 53.0501456241669)
2738,"Kilmacragh, Loughrea, galway",537171,736739,POINT (-8.944257815959372 53.37709193607544)
2739,"Baynahallia, Moycullen, galway",523072,730983,POINT (-9.154710336968881 53.32350994268738)
2740,"Ballydavid, Athenry, galway",569118,717060,POINT (-8.462239234770335 53.20307442210156)
2741,"Lackaroe Cottage, Kenmare, kerry",490713,572280,POINT (-9.587810371906059 51.89195683545896)
2742,"Rathbeg, Rathmore, kerry",627071,659703,POINT (-7.599589928197843 52.68779672342288)
2743,"Coolclogher, Killarney, kerry",497800,589484,POINT (-9.490002876690951 52.04789584013453)
2744,"Lahard, Beaufort, Killarney, kerry",487514,592274,POINT (-9.640820460028616 52.07097348024745)
2745,"The Demesne, Ross Road,, Killarney, kerry",495613,602884,POINT (-9.525981260904734 52.16789593224378)
2746,"Coom, Gneeveguilla, Rathmore, kerry",513810,593048,POINT (-9.257554368965659 52.0826442569407)
2747,"Garrvantanvaly, Listowel, kerry",495613,602884,POINT (-9.525981260904734 52.16789593224378)
2748,"Gortanahaneboy West , Rathmore, kerry",510497,591193,POINT (-9.305392977143411 52.06544873513832)
2749,"Greenfield, Maynooth, kildare",693547,736562,POINT (-6.594260719043108 53.37095841161911)
2750,"Crew Hill, Moyglare Road, Maynooth, kildare",693661,737030,POINT (-6.592409558812937 53.37514282190008)
2751,"Ballymakely Lower, Celbridge, kildare",696055,733296,POINT (-6.557576929012339 53.34116678754172)
2752,"Ballybrack, Kilcock, kildare",685943,736977,POINT (-6.708380663343702 53.37597775326136)
2753,"Kilheale Manor, Hartwell Road, Kill, kildare",692654,722760,POINT (-6.61170482228682 53.24711386521356)
2754,"Kilheale Manor, Hartwell Road, Kill, kildare",692654,722760,POINT (-6.61170482228682 53.24711386521356)
2755,"High Street, Graiguenamanagh, kilkenny",667213,645213,POINT (-7.008859210156141 52.5540877912059)
2756,"Aughtanny, Ballycallan, kilkenny",645497,652928,POINT (-7.327999648083455 52.62567364397391)
2757,"Newgrove, Tullogher, kilkenny",665031,834678,POINT (-7.001960553245642 54.25679577044135)
2758,"Swiftsheath, Jenkinstown, kilkenny",646838,666041,POINT (-7.306329504179717 52.74340979109957)
2759,"Garrons, Stradbally, laois",635156,597599,POINT (-7.486531318672808 52.12914244554681)
2760,"Grantstown, Ballacolla, laois",632488,679986,POINT (-7.517457367338284 52.86979191902921)
2761,"Cleighran, Dromahaire, leitrim",578597,827338,POINT (-8.327976073098244 54.19452596367208)
2762,"Caislean Na HAbhann, Groody Rd, Castletroy , Limerick, limerick",562516,658234,POINT (-8.554255961339033 52.67397382098835)
2763,"Caislean Na HAbhann, Groody Rd, Castletroy , Limerick, limerick",562516,658234,POINT (-8.554255961339033 52.67397382098835)
2764,"BALLYENGLAND UPPER, ASKEATON, limerick",536772,649867,POINT (-8.933273374623452 52.59639017072767)
2765,"Kilmallock Road, Bruree, limerick",555815,629042,POINT (-8.649449886075162 52.41110402333469)
2766,"Crean Athlacca, Kilmallock, limerick",561083,627282,POINT (-8.571818500960605 52.39568523908593)
2767,"cloughkeating, patrickswell, limerick",551625,650621,POINT (-8.71416806675138 52.60469113287091)
2768,"Clooncrippa, Feenagh, limerick",540372,628661,POINT (-8.876344689043073 52.40621530215304)
2769,"Ballymahon, Ballymahon, longford",615357,757554,POINT (-7.768166055992855 53.56766045908776)
2770,"hamlinstown, monasterboice, louth",707344,781012,POINT (-6.371747368669384 53.76763151562229)
2771,"DEERPARK ROAD, BELLURGAN, louth",700747,795264,POINT (-6.467105188656862 53.89697401999561)
2772,"Gortnahurra Lower, Garranard, Ballina, mayo",537861,649511,POINT (-8.917134698958208 52.59331638292763)
2773,"Kilmacrade, Breaffy, Castlebar, mayo",511244,799206,POINT (-9.351651330446847 53.93457765877444)
2774,"Rathfran, Carrowmore Lackan, Ballina, mayo",572840,673176,POINT (-8.40284170679292 52.80888238876684)
2775,"Ramolin, Shrule, mayo",526987,753661,POINT (-9.101211024964666 53.52782943030358)
2776,"Westport Rd, Castlebar, mayo",511244,799206,POINT (-9.351651330446847 53.93457765877444)
2777,"Culmullen, Drumree, meath",688063,768372,POINT (-6.667708611867138 53.65768947099826)
2778,"Delvin Road, Gormanstown, meath",688063,768372,POINT (-6.667708611867138 53.65768947099826)
2779,"NEWCASTLE, OLDCASTLE, meath",657524,781957,POINT (-7.127129951017297 53.78400394685196)
2780,"Kiltale, Kiltale, meath",688379,754309,POINT (-6.666912927872672 53.53129266111323)
2781,"Drogheda Road,, Slane, meath",695267,775574,POINT (-6.556545324590989 53.72112706643303)
2782,"Newtownbutler Road, Clones, monaghan",657263,834136,POINT (-7.121264058545604 54.25285404032216)
2783,"Creevaghy Td., Clones, Clones, monaghan",657263,834136,POINT (-7.121264058545604 54.25285404032216)
2784,"Corndarragh, Tullamore, offaly",636843,727170,POINT (-7.447371745796337 53.29355004866543)
2785,"Ballyvora, Ferbane, offaly",611523,725755,POINT (-7.827207577125873 53.28198843691354)
2786,"Gurteen, Killeigh, offaly",666341,684515,POINT (-7.013777635719311 52.90738373634224)
2787,"Coolshaghtena, Roscommon, roscommon",595043,767780,POINT (-8.074995350765892 53.65975778617575)
2788,"Killeenrevagh, Knockcroghery, roscommon",595487,756412,POINT (-8.068113412513965 53.55760300883865)
2789,"kilkillogue, mullaghmore, sligo",569339,818185,POINT (-8.468909243033416 54.11181280669435)
2790,"Middlequater, Newcastle, , Clonmel, tipperary",599651,652230,POINT (-8.005154260002385 52.62130565142074)
2791,"Graigue, Thurles, tipperary",599996,706950,POINT (-8.000059746449599 53.11311021391312)
2792,"Ballynahinch, Cashel, tipperary",602666,642065,POINT (-7.96070853314611 52.52993521724985)
2793,"Slievenamon Road, Thurles, tipperary",599651,652230,POINT (-8.005154260002385 52.62130565142074)
2794,"Clonea Middle, Dungarvan, waterford",631761,595050,POINT (-7.53635269698463 52.10643620885268)
2795,"Clonea Road, Dungarvan, waterford",619338,605000,POINT (-7.717134344941401 52.19644680365045)
2796,"Smallquarter, Fourmilewater, Ballymacarbry, waterford",616786,615519,POINT (-7.75394077044721 52.29108065837459)
2797,"Russellstown, Clonmel, waterford",616454,618119,POINT (-7.758680364352911 52.31446063131779)
2798,"Carlanstown, Finea, westmeath",643442,776789,POINT (-7.341519252851374 53.73893081309377)
2799,"Newtown, Mullingar, westmeath",636925,598580,POINT (-7.460589027370665 52.13784472454414)
2800,"Knockanure, Newtownbarry, wexford",694454,655475,POINT (-6.604339047141416 52.64225245548008)
2801,"Kyle Upper, Crossabeg, wexford",700221,626852,POINT (-6.527777178844021 52.38403473135558)
2802,"Knockavota, Ballynestragh, wexford",715158,662868,POINT (-6.295965720542537 52.70467387146383)
2803,"Ballinroad, Enniscorthy, wexford",708064,641941,POINT (-6.407728868127048 52.51811600985376)
2804,"Ballybeg, Killinick, wexford",704814,675961,POINT (-6.444779042345361 52.82440864174643)
2805,"Horesland, Killag, wexford",693535,609991,POINT (-6.630645049524907 52.23370528547181)
2806,"Bellevue Lodge, Killurin, wexford",694549,626978,POINT (-6.611034607239661 52.38617515548134)
2807,"Corrageen, killann, wexford",681371,641537,POINT (-6.801027274435768 52.51912297826553)
2808,"Church of the Assumption, Thomastown Road, Rosbercon, New Ross, wexford",671386,627975,POINT (-6.951024664933653 52.39864332110552)
2809,"Cooldross Lane, Kilcoole, wicklow",728117,709242,POINT (-6.086035252563689 53.11832364729582)
2810,"Ballyhara, Redcross, wicklow",726610,686006,POINT (-6.117642666529913 52.90996474491084)
2811,"Nun's Cross, Ashford, wicklow",706700,695550,POINT (-6.410374540773367 53.00002906520766)
2812,"Killarney Road, Bray, wicklow",706700,695550,POINT (-6.410374540773367 53.00002906520766)
2813,"Blessington Demense, Blessingtom, wicklow",706700,695550,POINT (-6.410374540773367 53.00002906520766)
2814,"Newtown , Borris, carlow",672993,717105,POINT (-6.907525749525612 53.19936730527308)
2815,"Crossafehin, Eighter, Virginia , cavan",656305,784693,POINT (-7.145124971607711 53.80872078755652)
2816,"Coolnalitteragh, Cloverhill, cavan",641295,816097,POINT (-7.368755812420839 54.09230821323389)
2817,"Balyshannon South, Quin, clare",542219,673678,POINT (-8.857065553172495 52.81098346131209)
2818,"Doonagore, Doolin, clare",529487,679574,POINT (-9.047161723654614 52.86245231921442)
2819,"Reanagishagh, Kilmaley, clare",519506,674470,POINT (-9.194093993798958 52.8151897154852)
2820,"Ballycuggeran, Killaloe , clare",567755,672852,POINT (-8.478228694611879 52.80569052158855)
2821,"Ballyshane Td, Cloyne, cork",590319,569262,POINT (-8.140597708145858 51.87545563779782)
2822,"Berrings Td, Berrings, cork",547502,582101,POINT (-8.764354359242114 51.98847035436266)
2823,"Moydilliga, Conna, cork",592310,596751,POINT (-8.112298959468061 52.12258427943802)
2824,"Rathdaggan, Glanworth, cork",575882,604222,POINT (-8.35272822734931 52.18926542802143)
2825,"Glanareagh, Bantry, cork",507607,552579,POINT (-9.33719015977772 51.71796286485722)
2826,"Goldfinch Cottage, Colla Road, Schull, cork",547502,582101,POINT (-8.764354359242114 51.98847035436266)
2827,"Mallow Road, Rathpeacon, cork",547502,582101,POINT (-8.764354359242114 51.98847035436266)
2828,"Rossa east , Doneraile, cork",559075,607558,POINT (-8.59892376572455 52.21825922312183)
2829,"Oldcastletown, Kildorrery, cork",570838,612142,POINT (-8.427177812916716 52.26020987446181)
2830,"Ballinrea South, Carrigaline, cork",570968,564392,POINT (-8.42121898898964 51.83100800489578)
2831,"Barnaviddane, Inch, Killeagh, cork",587618,561249,POINT (-8.179537574210245 51.80337190934357)
2832,"Woodbine Cottage, Fennels Bay Road,, Crosshaven, cork",547502,582101,POINT (-8.764354359242114 51.98847035436266)
2833,"Bere Island, Castletownbere, cork",547502,582101,POINT (-8.764354359242114 51.98847035436266)
2834,"Cullenagh , Ballynoe, cork",543384,674346,POINT (-8.839902864755517 52.81711013728272)
2835,"Skarragh, Glantane, Mallow, cork",548206,594505,POINT (-8.755984117133332 52.10002519815994)
2836,"Inane Point, Ringarogy, Baltimore, cork",547502,582101,POINT (-8.764354359242114 51.98847035436266)
2837,"CARHOO, TIMOLEAGUE, cork",544157,543489,POINT (-8.806829182758738 51.64108546841102)
2838,"Ballybutler, Ladysbridge, cork",600581,569080,POINT (-7.991562396822614 51.87390330191481)
2839,"Ballygriffin, Killavullen, cork",552286,644152,POINT (-8.703479233415528 52.54660994349329)
2840,"Drumcarbit, Malin, donegal",647684,950403,POINT (-7.249145169391976 55.29838151823854)
2841,"Muineagh, Buncrana, donegal",617138,937563,POINT (-7.73090583936423 55.18503682397697)
2842,"Rinboy, Fanad, Letterkenny PO, donegal",600295,902033,POINT (-7.995404660875042 54.86611764226576)
